a√±o,mes,dia,taxi,viajes_totales,distancia_total,distancia_prom,tarifa_total,tarifa_prom
2019,5,8,yellow,258313,787174.65,3.047367534734992,5187480.04,20.082148556208946
2019,5,9,yellow,272005,816021.26,3.0000230142828257,5440918.0600000005,20.003007518244157
2019,5,10,yellow,266695,796342.39,2.9859667035377493,5216664.78,19.560414630945463
2019,5,11,yellow,253326,723448.68,2.855801141611994,4554406.32,17.978440112740106
2019,5,12,yellow,226194,708284.17,3.1313128111267323,4229131.45,18.6969214479606
2019,5,13,yellow,243099,727297.87,2.9917764778958365,4828006.86,19.860249774783117
2019,5,14,yellow,261385,750886.25,2.8727212732176675,5084676.5600000005,19.45282460737992
2019,5,15,yellow,258298,777517.65,3.0101574537936804,5226170.36,20.2331042439353
2019,5,16,yellow,263598,814973.58,3.0917289964263763,5487870.0,20.81908815696629
2019,5,17,yellow,272190,834295.38,3.065121349057644,5505950.39,20.22833458246078
2019,5,18,yellow,256873,771131.63,3.001995655440626,4853173.1,18.89327839048868
2019,5,19,yellow,222900,761329.7,3.415566173171826,4421375.9,19.835692687303727
2019,5,20,yellow,239062,772066.78,3.229567141578336,4844136.19,20.26309572412178
2019,5,21,yellow,255250,772032.75,3.0246141038197845,5077549.16,19.892455083251715
2019,5,22,yellow,262087,794640.32,3.03197152090718,5256376.75,20.05584691342951
2019,5,23,yellow,258871,777931.98,3.0050951245987383,5198918.62,20.083047618311824
2019,5,24,yellow,228356,723586.3,3.168676540139081,4564755.59,19.98964594755557
2019,5,25,yellow,185731,579955.92,3.122558538962263,3411412.21,18.367489595167203
2019,5,26,yellow,165205,544018.16,3.292988468872008,3068568.57,18.57430810205502
2019,5,27,yellow,146698,563900.61,3.843955677650684,2982574.66,20.331392793357782
2019,5,28,yellow,225473,687029.21,3.047057563433316,4415570.0,19.583586504814324
2019,5,29,yellow,246101,729170.09,2.9628895859829907,4909509.89,19.94916676486483
2019,5,30,yellow,258303,774138.01,2.997015172104079,5193969.3,20.10804868700712
2019,5,31,yellow,259391,804687.58,3.1022185812152308,5199142.46,20.043650165194627
2019,6,1,yellow,245609,734477.51,2.9904340231831896,4525406.15,18.42524561396366
2019,6,2,yellow,210071,711945.47,3.389070695145927,4180012.48,19.898093882544472
2019,6,3,yellow,228692,761388.13,3.3293168541094573,4695139.73,20.530406529305797
2019,6,4,yellow,228798,704339.32,3.0784330282607364,4410016.49,19.27471608143428
2019,6,5,yellow,254112,752904.8,2.962885656718297,4974115.8100000005,19.57450183383705
2019,6,6,yellow,262701,800434.82,3.046942417425133,5333413.53,20.30222012858725
2019,6,7,yellow,251328,758586.78,3.018313836898396,4995173.93,19.87511908740769
2019,6,8,yellow,230470,689816.9,2.9930876035926586,4253254.89,18.454700785351672
2019,6,9,yellow,191204,676704.54,3.5391756448609866,3817507.14,19.965623836321416
2019,6,10,yellow,222130,684884.06,3.0832578219961286,4379992.65,19.718149957232253
2019,6,11,yellow,240949,732896.73,3.04170895085682,4804451.39,19.93970255116228
2019,6,12,yellow,253262,759029.15,2.9970115927379557,5068696.18,20.01364665840118
2019,6,13,yellow,263734,767358.22,2.9095915581608742,5253640.7700000005,19.92022556818613
2019,6,14,yellow,243672,804050.95,3.299726476575068,4897926.07,20.1004878278998
2019,6,15,yellow,222174,666073.8,2.997982662237706,4069656.8,18.31743048241469
2019,6,16,yellow,188934,661005.84,3.4986071326494965,3727819.0,19.7308001736056
2019,6,17,yellow,216480,696353.72,3.216711566888396,4371151.71,20.19194248891353
2019,6,18,yellow,243375,695820.11,2.8590451361068308,4814256.97,19.78123048793015
2019,6,19,yellow,247813,742691.75,2.996984621468608,5013514.12,20.23103759689766
2019,6,20,yellow,256208,772002.22,3.0131854586898146,5192888.51,20.268252786798225
2019,6,21,yellow,249826,779133.61,3.11870505872087,5079281.75,20.33127756918816
2019,6,22,yellow,221976,688066.22,3.099732493602912,4210558.03,18.968528264316863
2019,6,23,yellow,201308,701100.53,3.4827256244163176,3997913.42,19.85968476165875
2019,6,24,yellow,219624,706564.03,3.2171530889156013,4779405.4,21.76176283102029
2019,6,25,yellow,242720,721471.97,2.972445492748846,4764435.62,19.62934912656559
2019,6,26,yellow,250875,752399.23,2.9991000697558543,5056912.88,20.157101664175386
2019,6,27,yellow,254927,774197.4,3.036937633126346,5218446.67,20.470356886481227
2019,6,28,yellow,243193,739633.5,3.041343706438919,4869414.8,20.02284111795981
2019,6,29,yellow,217029,641971.71,2.9579996682471004,4046652.35,18.64567569311014
2019,6,30,yellow,167832,605467.52,3.607580914247581,3509760.18,20.912341984841987
2019,7,1,yellow,193570,608805.49,3.14514382393966,3766563.96,19.458407604484165
2019,7,2,yellow,199033,574310.16,2.885502203152241,3732961.18,18.755488687805546
2019,7,3,yellow,180584,535709.45,2.966538840650334,3520433.37,19.494713651264785
2019,7,4,yellow,123988,414466.44,3.342794786592251,2311600.99,18.64374770139046
2019,7,5,yellow,142591,448095.05,3.1425198645075776,2645614.27,18.55386574187712
2019,7,6,yellow,153204,492786.94,3.21654095193337,2846848.43,18.582076381817707
2019,7,7,yellow,153038,594853.67,3.886967093140266,3207040.11,20.955841751721795
2019,7,8,yellow,190059,654088.43,3.4415020072714264,3911823.75,20.58215475194545
2019,7,9,yellow,216885,663719.24,3.060235793162275,4262992.7,19.655544182400813
2019,7,10,yellow,234399,689690.22,2.942376972598006,4547957.66,19.40263251976331
2019,7,11,yellow,239812,684896.34,2.8559719280102747,4728207.33,19.716308316514603
2019,7,12,yellow,218212,691868.43,3.1706250343702456,4485849.49,20.55729973603652
2019,7,13,yellow,212459,681599.52,3.2081461364310293,4109672.26,19.34336629655604
2019,7,14,yellow,177636,622919.93,3.506721216420096,3512124.31,19.771466988673467
2019,7,15,yellow,200576,647477.61,3.228091147495214,4027085.68,20.077604897894066
2019,7,16,yellow,230367,678694.14,2.94614306736642,4524558.84,19.64065530219172
2019,7,17,yellow,248650,689540.38,2.7731364568670824,4780306.7700000005,19.22504230846572
2019,7,18,yellow,237392,740303.47,3.118485332277414,4887577.53,20.588636221945137
2019,7,19,yellow,240829,741863.33,3.080456797146523,4784225.09,19.86565193560576
2019,7,20,yellow,199029,599403.63,3.01163966055198,3605907.62,18.11749855548689
2019,7,21,yellow,179183,591403.9,3.300558088657964,3397571.75,18.961462582945927
2019,7,22,yellow,214325,657384.84,3.067233593841129,4220186.66,19.690594471013647
2019,7,23,yellow,223183,692717.61,3.103809922798779,4445426.37,19.91830188679245
2019,7,24,yellow,231126,702955.08,3.0414366189870456,4617175.23,19.976875081124582
2019,7,25,yellow,237004,718056.31,3.0297223253615977,4772076.5600000005,20.135004303724838
2019,7,26,yellow,217086,671913.54,3.0951491114120677,4378370.91,20.168831292667424
2019,7,27,yellow,194629,601600.19,3.091010024199888,3630772.67,18.65483905276192
2019,7,28,yellow,176180,610469.59,3.4650334317175613,3476000.0300000003,19.72982194346691
2019,7,29,yellow,198030,624175.54,3.1519241529061257,3886509.33,19.625861384638693
2019,7,30,yellow,222568,644350.28,2.8950715287013407,4297782.62,19.30997546817153
2019,7,31,yellow,224507,654914.42,2.917122495066969,4433844.98,19.749250491076005
2019,8,1,yellow,233418,733732.55,3.143427456322992,4763718.95,20.40853297517758
2019,8,2,yellow,214845,661318.99,3.078121389839186,4238415.5,19.72778282017268
2019,8,3,yellow,191979,587557.03,3.0605276097906544,3588571.57,18.692521421613822
2019,8,4,yellow,171462,593650.91,3.462288495410062,3377539.73,19.69847388925826
2019,8,5,yellow,188658,610061.06,3.233687731238538,3766869.5,19.96665659553266
2019,8,6,yellow,215975,634247.26,2.936669799745341,4153950.45,19.23347818034495
2019,8,7,yellow,219463,630000.73,2.8706466693702355,4290896.51,19.551799209889595
2019,8,8,yellow,227620,714509.71,3.139046261312714,4655595.01,20.45336530181882
2019,8,9,yellow,209434,673990.62,3.218152830963454,4266626.99,20.372179254562298
2019,8,10,yellow,184045,588536.03,3.1977833138634573,3491053.54,18.968478035263114
2019,8,11,yellow,159208,578390.65,3.6329245389678912,3224856.88,20.255620823074217
2019,8,12,yellow,187310,608019.76,3.246061395547488,3702944.32,19.769069029950348
2019,8,13,yellow,206341,615164.6,2.9813008563494408,3964354.13,19.212634086294045
2019,8,14,yellow,213104,637439.93,2.991215228245364,4557347.38,21.38555531571439
2019,8,15,yellow,216393,663326.43,3.065378408728564,4268560.94,19.72596590462723
2019,8,16,yellow,201078,625548.18,3.110972756840629,3961745.92,19.70253294741344
2019,8,17,yellow,186367,581200.43,3.118580167089668,3489096.76,18.72164471177837
2019,8,18,yellow,170012,572665.99,3.368385702185728,3286053.6,19.328362703809145
2019,8,19,yellow,184378,610048.05,3.308681350269555,3711211.12,20.12827517382768
2019,8,20,yellow,201468,612979.28,3.042563980383982,3892893.17,19.322637689360096
2019,8,21,yellow,212750,633377.58,2.9770979083431257,4088195.17,19.21595849588719
2019,8,22,yellow,222657,666528.38,2.9935208863857863,4334117.18,19.46544317043704
2019,8,23,yellow,196726,632481.12,3.2150357349816496,3927228.94,19.962937994977786
2019,8,24,yellow,180635,577517.69,3.197152766628837,3412726.42,18.892941124366818
2019,8,25,yellow,163399,581972.54,3.5616652488693323,3261974.85,19.963248551092725
2019,8,26,yellow,171446,573173.29,3.343170969284789,3419010.17,19.942198534815628
2019,8,27,yellow,189623,595730.01,3.1416548098068278,3688927.13,19.45400679242497
2019,8,28,yellow,203276,621621.84,3.0580188512170645,3953056.11,19.44674290127708
2019,8,29,yellow,197960,638469.43,3.225244645382906,3957390.44,19.990858961406342
2019,8,30,yellow,189234,619544.39,3.2739591722417747,3751210.37,19.8231309912595
2019,8,31,yellow,162587,533517.11,3.2814253907138946,3061593.95,18.83049659566878
2019,9,1,yellow,148542,521277.12,3.509291109585168,2916218.44,19.632282048174925
2019,9,2,yellow,135743,511188.12,3.765852530148884,2754723.11,20.293666045394605
2019,9,3,yellow,198630,643949.93,3.2419570558324526,3991704.12,20.09617942908926
2019,9,4,yellow,225077,658744.59,2.92675213371424,4364814.55,19.39253921991141
2019,9,5,yellow,240782,706640.5,2.9347729481439644,4723665.0600000005,19.61801571546046
2019,9,6,yellow,239038,691649.14,2.8934694065378728,4733810.43,19.803589512964464
2019,9,7,yellow,214843,626593.3,2.9165171776599657,4015083.96,18.68845603533743
2019,9,8,yellow,193053,654966.97,3.392679575038979,3852470.1,19.95550496495781
2019,9,9,yellow,213045,662816.17,3.111155718275482,4234715.55,19.87709427585721
2019,9,10,yellow,235608,687334.83,2.917281374146888,4639776.38,19.69277944721741
2019,9,11,yellow,242990,695141.83,2.860783694802255,4730347.96,19.4672536318367
2019,9,12,yellow,260129,755558.85,2.904554471050901,5231744.92,20.112117141879605
2019,9,13,yellow,245308,740446.54,3.0184361700392977,4943295.44,20.15138291454009
2019,9,14,yellow,229822,672612.94,2.926669074327088,4308414.98,18.746747395810672
2019,9,15,yellow,203386,685241.81,3.369169018516516,4065932.74,19.991212472834903
2019,9,16,yellow,218791,680995.12,3.112537170176104,4382165.73,20.029003615322388
2019,9,17,yellow,234315,691101.0,2.9494526598809294,4623338.49,19.731295435631523
2019,9,18,yellow,242009,725039.11,2.995917961728696,4849945.54,20.040351970381263
2019,9,19,yellow,250932,764937.38,3.0483851401973445,5098723.3,20.31914343328073
2019,9,20,yellow,243898,739462.05,3.031849584662441,4916503.13,20.158029709140703
2019,9,21,yellow,233782,689533.32,2.949471387874173,4407113.43,18.85138047411691
2019,9,22,yellow,205024,695626.29,3.3929017578429845,4127855.14,20.133521636491334
2019,9,23,yellow,195977,648156.41,3.307308561718977,4383633.31,22.36810089959536
2019,9,24,yellow,211282,650231.76,3.07755397998883,4389564.25,20.77585525506196
2019,9,25,yellow,217364,676884.14,3.114058169706115,4598616.13,21.15629142820338
2019,9,26,yellow,238111,747486.96,3.139237414483161,4993813.19,20.972627010091934
2019,9,27,yellow,237265,735463.03,3.099753566687038,4875443.29,20.548514488019723
2019,9,28,yellow,232595,675928.37,2.9060313850254733,4296266.4,18.47101786366861
2019,9,29,yellow,198869,661938.68,3.328516158878458,3855366.18,19.38646133887132
2019,9,30,yellow,181186,576475.58,3.181678385747243,3507074.98,19.35621394588986
2019,10,1,yellow,210422,632431.25,3.0055376814211443,4041969.9,19.20887502257369
2019,10,2,yellow,243293,713974.84,2.9346296029889887,4868958.86,20.012737152322508
2019,10,3,yellow,256959,730447.62,2.8426621367611173,5173842.72,20.134895917247498
2019,10,4,yellow,253322,758476.36,2.9941195790337987,5061312.42,19.97975864709737
2019,10,5,yellow,235052,666416.81,2.835188851828532,4344636.11,18.483723218692035
2019,10,6,yellow,195663,658622.63,3.366107184291358,3968809.76,20.283905286129723
2019,10,7,yellow,220891,666687.28,3.0181731261119737,4280429.91,19.37801861551625
2019,10,8,yellow,225484,639062.39,2.834180651398769,4266214.34,18.92025305564918
2019,10,9,yellow,227995,633932.71,2.78046759797364,4214233.73,18.48388662032062
2019,10,10,yellow,248348,741553.72,2.985946011242289,5013089.7,20.18574621096204
2019,10,11,yellow,249081,758507.56,3.045224485207624,5042345.66,20.243798844552572
2019,10,12,yellow,228030,663740.49,2.9107595053282465,4273846.51,18.742474718238828
2019,10,13,yellow,197596,665593.93,3.3684585214275597,3953870.93,20.00987332739529
2019,10,14,yellow,182743,625253.85,3.42149275211636,3675558.88,20.113267703824494
2019,10,15,yellow,236905,736262.25,3.107837529811528,4753669.75,20.065721491737197
2019,10,16,yellow,239859,707994.52,2.9517112970536856,4950579.24,20.639539229297213
2019,10,17,yellow,256754,767923.05,2.990890307453828,5222454.53,20.340304454847832
2019,10,18,yellow,260460,807732.92,3.1011783767181145,5348853.76,20.53618121784535
2019,10,19,yellow,240152,700220.05,2.915736908291416,4531420.82,18.86896973583397
2019,10,20,yellow,213849,699995.27,3.273315610547629,4186169.8,19.57535363737965
2019,10,21,yellow,212037,678184.34,3.198424520248824,4260868.47,20.09492904540245
2019,10,22,yellow,239432,694157.63,2.8991848625079357,4668314.14,19.49745288850279
2019,10,23,yellow,244167,739894.3,3.0302796856250027,4965772.04,20.33760516367896
2019,10,24,yellow,254480,778721.02,3.0600480194907265,5278362.36,20.74175715183905
2019,10,25,yellow,252677,769063.7,3.04366325387748,5104922.5200000005,20.203352580567287
2019,10,26,yellow,244082,701016.13,2.8720517285174654,4561812.82,18.689673224572072
2019,10,27,yellow,207475,691714.76,3.33396679117966,4084191.18,19.68522077358718
2019,10,28,yellow,215646,675368.16,3.131837177596617,4308965.24,19.98166087012975
2019,10,29,yellow,237968,671311.8,2.8210171115444096,4662835.0,19.59437823572917
2019,10,30,yellow,241416,698909.81,2.89504345196673,4729168.8100000005,19.589293211717536
2019,10,31,yellow,241350,688110.3,2.8510888750776884,4684383.21,19.409087259167183
2019,11,1,yellow,276056,792374.1,2.870338264699916,5389680.66,19.523867113918914
2019,11,2,yellow,249616,677799.46,2.715368646240625,4544161.07,18.20460655566951
2019,11,3,yellow,211208,689428.13,3.264214092269232,4128686.37,19.54796395022916
2019,11,4,yellow,218546,691417.7,3.163717020672993,4440120.67,20.316641210546063
2019,11,5,yellow,229324,668062.9,2.913183530725088,4395016.03,19.165094059060543
2019,11,6,yellow,244732,727557.02,2.972872448229084,4921820.64,20.111062876942945
2019,11,7,yellow,258222,771994.8,2.9896554127843484,5306445.03,20.549933894091133
2019,11,8,yellow,269399,780510.39,2.897228237669776,5375818.2700000005,19.95485606850805
2019,11,9,yellow,244849,683246.07,2.7904793158232213,4571591.47,18.67106449280985
2019,11,10,yellow,204009,673283.71,3.3002647432221126,4056721.49,19.885012376904942
2019,11,11,yellow,187087,621704.03,3.323074451992923,3847655.69,20.566130677171586
2019,11,12,yellow,241991,696334.45,2.877522097929261,4862404.91,20.09332954531367
2019,11,13,yellow,252007,725311.19,2.878139059629296,5021005.89,19.92407310114401
2019,11,14,yellow,260966,767789.41,2.9421051401331977,5212435.82,19.973620394993983
2019,11,15,yellow,257847,762889.22,2.9586895329400766,5144116.75,19.950267988380705
2019,11,16,yellow,257993,692787.19,2.685294523494824,4634979.61,17.96552468477827
2019,11,17,yellow,209353,670885.54,3.204566163370002,4037825.46,19.287163116840933
2019,11,18,yellow,228515,679586.3,2.973924250049231,4490212.96,19.649532678379973
2019,11,19,yellow,235069,682278.27,2.90245957569905,4631925.8,19.704536965741973
2019,11,20,yellow,249603,711286.74,2.849672239516352,4914512.0600000005,19.68931487201677
2019,11,21,yellow,261117,756895.03,2.8986815488842166,5247087.58,20.09477582846004
2019,11,22,yellow,247479,696113.45,2.8128182593270536,4815153.89,19.45681811386017
2019,11,23,yellow,240269,646469.22,2.6906060290757443,4288097.73,17.84707028372366
2019,11,24,yellow,205067,586895.99,2.861971892113309,3763579.63,18.35292675076926
2019,11,25,yellow,211096,578356.97,2.739781758062682,3979210.4,18.85024064880433
2019,11,26,yellow,224681,629513.9,2.80181190220802,4421289.94,19.678076650896163
2019,11,27,yellow,208600,588160.37,2.8195607382550336,3950395.25,18.937656999041227
2019,11,28,yellow,138463,431351.8,3.1152856719845734,2532081.84,18.28706470320591
2019,11,29,yellow,164426,469168.18,2.8533697833675937,2955373.11,17.973879495943464
2019,11,30,yellow,189873,593478.5,3.125660309786015,3593982.72,18.9283506343714
2019,12,1,yellow,182577,616841.25,3.3785265942588607,3612852.81,19.78810479961879
2019,12,2,yellow,208520,659000.61,3.160371235373105,4176746.05,20.03043377134088
2019,12,3,yellow,249188,756338.58,3.0352126908197823,5000431.3100000005,20.06690253944813
2019,12,4,yellow,250790,770266.76,3.071361537541369,5110581.03,20.377929861637227
2019,12,5,yellow,272240,822516.97,3.021293601234205,5601132.78,20.57424617984132
2019,12,6,yellow,274919,800896.05,2.9132073447088054,5498937.34,20.002027288037567
2019,12,7,yellow,267692,729208.63,2.7240583581130555,4966690.57,18.55375046695456
2019,12,8,yellow,222438,719880.93,3.236321716613169,4389366.19,19.73298712450211
2019,12,9,yellow,225452,689796.89,3.059617523907528,4671984.7700000005,20.722747059240994
2019,12,10,yellow,246744,718467.29,2.9117923434815034,5045545.8,20.44850452290633
2019,12,11,yellow,267848,762825.46,2.8479789283474206,5320449.71,19.8636902646277
2019,12,12,yellow,278481,838814.56,3.0121069660048625,5847346.43,20.99729040760411
2019,12,13,yellow,278114,770337.2,2.7698612799068005,5723538.84,20.579829997770695
2019,12,14,yellow,263922,728202.5,2.759158008805632,4952727.0200000005,18.76587408400967
2019,12,15,yellow,233940,736102.92,3.1465457809694795,4554800.09,19.469949944430198
2019,12,16,yellow,236418,681806.05,2.8839007605173888,5002168.21,21.158152974815792
2019,12,17,yellow,256629,694019.04,2.704367160375484,4903800.57,19.10852074395333
2019,12,18,yellow,267234,747274.35,2.7963296212308317,5238332.62,19.602043976440125
2019,12,19,yellow,286929,805691.34,2.8079815564129103,5621717.45,19.59271265713818
2019,12,20,yellow,274892,782562.18,2.8467986700231367,5338912.48,19.421854692024507
2019,12,21,yellow,227258,637315.99,2.804372079310739,4121614.01,18.136276874741483
2019,12,22,yellow,179054,552351.28,3.084830721458331,3410370.17,19.046601416332503
2019,12,23,yellow,180867,530323.76,2.932120066125938,3461009.42,19.13566001537041
2019,12,24,yellow,164418,450302.57,2.738766862508971,2824466.19,17.178570411998685
2019,12,25,yellow,101911,346255.49,3.3976262621306828,1934888.2,18.98605842352641
2019,12,26,yellow,146941,475854.83,3.2384074560537903,2863633.91,19.48832463369652
2019,12,27,yellow,169613,539740.85,3.1821903391839066,3310285.14,19.516694710900698
2019,12,28,yellow,172026,552390.33,3.2110862892818526,3321643.82,19.308963877553392
2019,12,29,yellow,165125,557714.53,3.377529326267979,3233992.67,19.585118364875093
2019,12,30,yellow,174562,535018.1,3.0649173359608617,3319196.06,19.014425018045166
2019,12,31,yellow,169191,496247.29,2.9330596190104674,3068026.9,18.13351123877748
